"po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"3","5","3","5","5","3","5","4","2","7","5","4","4","6","5","7","4","5","7","7","7","yes",14,4,2023-02-18,"man",37
"5","5","6","5","6","6","6","4","7","7","6","5","5","5","5","5","6","6","4","4","6","no",13,3,2023-02-13,"women",18
"7","5","6","7","1","5","5","6","5","6","6","5","7","6","4","5","5","5","6","5","6","yes",16,7,2023-07-27,"women",29
"6","5","5","4","4","4","3","4","5","7","6","6","6","7","4","3","7","6","5","3","2","yes",16,2,2022-03-09,"women",43
"5","5","5","4","6","5","6","5","4","6","6","5","6","5","6","6","6","5","6","3","2","yes",17,4,2023-04-14,"women",47
"6","5","6","6","5","6","6","7","7","6","6","6","7","7","7","7","7","6","7","7","7","yes",19,4,2022-06-18,"women",59
"4","3","7","5","5","5","6","5","5","6","5","7","7","6","4","3","6","5","5","5","5","yes",9,2,2022-06-09,"man",36
"7","7","6","7","6","6","4","6","7","7","7","6","7","7","7","7","7","7","7","7","7","no",21,6,2022-01-09,"women",52
"6","7","7","7","7","7","7","7","5","7","7","7","7","7","7","6","7","7","7","7","7","yes",15,3,2022-10-08,"women",44
"6","5","5","3","5","4","3","3","3","3","7","7","6","6","6","5","5","5","7","6","4","yes",22,4,2022-10-15,"women",34
"6","7","7","5","5","6","5","4","6","4","4","4","6","5","6","7","7","6","5","3","4","yes",19,3,2023-12-26,"women",46
"5","5","5","5","4","4","4","5","6","2","5","6","5","6","2","2","1","3","3","5","5","yes",15,5,2022-12-17,"women",45
"6","5","7","3","4","4","5","3","4","5","3","5","5","6","5","5","3","4","6","7","6","yes",14,3,2023-12-16,"women",45
"2","2","6","6","5","6","3","5","4","4","7","7","7","7","5","5","6","4","7","7","7","yes",5,1,2022-05-24,"women",36
"7","4","7","3","6","6","4","6","4","5","6","5","6","7","6","7","7","7","5","6","5","yes",23,5,2023-01-15,"women",53
"4","7","7","7","7","7","5","5","5","6","7","7","7","7","7","7","7","7","5","6","6","yes",14,2,2023-09-07,"women",46
"7","7","7","7","6","6","6","5","6","4","6","6","5","4","5","6","4","6","6","4","5","yes",27,6,2022-05-29,"women",57
"5","5","6","6","6","6","4","6","6","2","7","6","7","7","6","6","6","5","3","5","3","yes",13,4,2022-01-02,"women",39
"4","4","5","6","5","2","5","5","3","4","3","6","2","3","6","3","7","6","6","7","5","yes",10,2,2023-07-15,"man",38
"5","7","7","4","2","3","4","3","6","6","5","7","5","6","6","6","5","7","6","6","3","no",22,5,2022-02-05,"man",40
"4","3","5","7","5","5","7","7","6","4","5","6","4","5","5","7","6","4","6","5","4","yes",12,3,2023-12-05,"women",43
"4","4","6","6","7","4","2","4","4","7","7","7","7","7","5","6","7","3","6","5","7","yes",10,4,2023-07-08,"man",46
"7","7","7","6","5","6","5","6","5","7","7","7","7","7","7","7","7","7","7","7","7","yes",16,5,2023-12-31,"women",37
"5","5","5","6","7","6","5","3","5","7","6","5","5","7","6","7","5","5","3","6","3","no",17,6,2023-10-14,"women",38
"5","5","3","5","4","6","6","6","4","5","4","7","5","7","7","4","5","5","7","4","6","no",7,1,2022-07-23,"women",36
"7","7","5","5","4","7","7","7","7","5","5","5","6","7","4","4","2","5","7","7","7","no",24,6,2022-01-06,"women",32
"5","6","5","5","6","5","6","5","5","3","4","6","5","5","4","5","6","6","2","3","3","yes",24,5,2023-11-13,"women",29
"5","3","4","6","5","4","6","6","4","6","6","6","3","5","3","4","5","5","5","7","6","no",11,2,2022-02-06,"women",34
"5","4","6","5","6","4","4","3","5","2","4","4","3","2","3","4","4","5","6","7","5","no",8,1,2022-10-27,"man",25
"4","6","6","6","4","5","5","5","6","5","6","7","5","7","7","7","7","4","7","6","6","no",14,2,2022-01-19,"women",41
"5","7","6","7","6","7","5","4","6","2","3","6","3","1","4","2","4","3","5","6","5","yes",11,4,2023-10-02,"man",36
"7","7","7","3","5","3","4","5","5","5","4","4","3","2","6","6","4","7","4","5","3","no",21,6,2023-09-05,"women",43
"7","5","5","6","7","5","3","5","7","4","4","3","2","3","4","4","4","2","4","5","6","yes",18,5,2022-06-11,"women",43
"5","7","5","7","7","5","4","7","6","7","6","7","6","4","7","7","7","7","7","7","7","yes",10,3,2022-03-15,"man",38
"7","5","6","7","7","6","6","7","7","7","5","5","6","7","7","7","7","7","7","7","7","yes",22,4,2022-05-11,"man",41
"2","6","6","4","4","6","4","5","6","3","5","6","3","6","5","5","6","3","6","5","2","yes",15,3,2023-02-11,"women",18
"5","5","7","5","3","5","3","5","3","4","6","6","6","4","7","7","6","7","6","6","3","yes",10,1,2022-04-14,"women",46
"4","6","5","6","3","6","6","6","6","4","7","6","7","7","7","7","7","7","6","6","6","yes",20,5,2023-02-20,"women",49
"7","7","7","6","6","5","7","5","7","5","7","6","7","5","6","7","7","7","7","6","6","yes",27,7,2022-05-23,"man",23
"7","6","7","5","4","6","7","7","7","6","4","5","4","5","7","7","7","7","7","6","7","no",22,6,2022-01-26,"women",33
"4","5","6","3","7","6","3","6","4","6","7","7","7","6","6","6","7","6","6","7","5","yes",23,5,2023-06-15,"man",50
"6","7","7","7","7","5","6","7","6","7","6","7","7","7","7","7","7","7","7","7","7","yes",11,4,2022-09-10,"man",28
"5","3","3","4","5","5","5","5","6","4","3","4","3","4","7","5","6","7","3","7","6","yes",6,2,2023-08-21,"man",59
"5","5","6","6","5","6","7","7","6","3","5","6","7","7","5","6","5","6","5","5","5","no",13,3,2022-09-27,"women",29
"6","6","7","5","6","6","6","5","7","7","6","4","6","2","3","6","5","5","7","6","6","yes",20,3,2023-04-02,"man",48
"7","7","7","7","5","5","7","6","5","4","5","7","7","7","7","5","5","7","6","5","5","no",18,4,2023-08-28,"man",42
"5","6","7","7","7","6","5","6","6","6","6","7","6","6","7","7","6","7","7","7","7","yes",20,5,2023-10-13,"man",43
"7","6","7","7","7","6","6","5","7","6","6","7","7","7","7","6","7","6","7","7","7","no",19,4,2023-03-21,"women",49
"7","5","6","5","6","2","5","6","6","7","3","4","5","5","5","3","6","6","5","5","5","yes",18,4,2023-02-19,"women",34
"6","6","5","7","6","6","6","4","5","4","7","5","4","7","5","3","6","5","6","5","6","yes",19,4,2022-04-25,"women",53
"4","2","2","6","5","7","6","5","7","7","7","7","6","7","3","6","5","4","5","3","7","yes",6,2,2022-05-31,"man",34
"5","6","5","4","5","3","4","3","4","5","7","6","6","6","4","5","3","7","3","3","3","yes",17,5,2023-11-23,"man",42
"4","5","5","4","5","3","6","5","7","5","4","6","6","4","7","7","6","3","6","6","7","yes",19,4,2023-03-20,"man",37
"4","7","5","6","4","4","3","2","5","3","7","5","5","5","7","7","6","7","4","2","2","no",17,5,2023-01-13,"man",33
"4","5","4","6","4","6","6","5","4","6","3","3","2","4","4","5","5","6","3","5","4","yes",7,1,2022-09-04,"man",50
"4","4","3","5","6","5","5","2","7","4","4","4","7","6","4","3","5","7","7","7","7","no",13,3,2023-06-28,"man",34
"7","5","6","2","5","2","7","6","7","6","4","3","3","3","5","3","4","4","5","2","6","yes",18,3,2022-03-15,"women",44
"7","5","6","6","4","5","3","5","4","4","3","6","3","4","4","3","4","5","5","6","7","yes",25,6,2022-08-20,"women",40
"3","2","3","2","3","3","7","3","5","2","6","5","7","4","5","7","6","5","5","3","3","yes",13,4,2022-01-08,"women",21
"6","4","4","4","6","4","5","6","4","3","7","6","5","5","6","7","6","6","6","3","4","yes",17,4,2023-06-14,"women",38
"4","7","5","4","7","6","3","4","2","5","3","3","6","7","5","5","3","3","7","4","6","yes",24,7,2023-04-12,"women",41
"5","4","6","7","7","6","5","6","4","5","4","6","4","4","6","6","6","7","6","7","6","yes",20,4,2022-12-31,"women",37
"6","7","7","5","7","6","6","6","6","7","5","3","4","6","6","4","7","4","6","7","5","yes",20,5,2022-08-06,"women",44
"6","4","7","6","3","4","3","4","1","7","6","5","5","6","5","6","6","4","4","3","4","yes",22,4,2023-11-08,"women",59
"5","6","5","5","6","6","6","5","7","7","6","3","6","6","2","5","4","5","2","5","5","yes",23,6,2022-09-13,"man",48
"7","7","7","6","4","7","5","7","7","5","7","6","7","5","5","5","7","6","7","4","4","yes",26,7,2022-02-12,"man",39
"7","7","7","4","6","6","5","6","5","6","6","7","7","4","7","5","7","7","7","7","7","unsure",16,5,2022-09-20,"women",67
"6","6","5","3","2","4","4","4","4","6","5","4","6","6","5","6","7","6","7","7","7","yes",19,3,2022-05-07,"women",18
"7","6","6","5","4","5","4","5","4","5","3","3","5","3","5","4","3","3","4","3","7","yes",19,2,2023-09-20,"women",28
"6","4","6","4","6","5","3","3","4","6","5","6","7","5","6","5","7","6","5","4","5","yes",20,4,2023-08-30,"women",43
"5","7","6","6","4","6","4","7","6","3","6","4","6","6","4","5","4","5","7","6","6","yes",19,2,2023-08-15,"women",55
"4","5","4","4","6","5","7","4","7","4","7","6","7","6","5","4","4","5","5","6","5","yes",13,4,2023-12-27,"man",32
"6","6","6","7","7","7","7","7","5","6","7","7","6","5","7","5","7","7","6","6","7","yes",22,4,2023-10-24,"women",35
"7","5","6","6","7","7","5","6","6","7","6","5","6","5","6","7","3","5","6","6","6","yes",15,3,2023-09-11,"man",37
"7","7","7","6","7","5","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","no",16,5,2022-07-29,"women",40
"6","3","5","5","2","2","4","7","6","3","5","5","4","7","7","5","4","4","3","3","3","yes",13,3,2023-02-02,"women",48
"7","7","7","7","5","7","6","7","4","7","3","5","5","5","5","5","7","5","4","6","3","no",25,5,2022-09-17,"man",46
"6","6","7","4","7","6","4","4","5","7","7","7","6","6","7","2","4","6","4","4","7","yes",14,3,2022-12-23,"women",36
"6","5","4","6","7","3","6","6","6","4","4","2","3","3","7","4","4","4","2","3","4","no",11,2,2022-07-04,"women",34
"3","2","1","7","6","7","6","6","7","4","6","4","6","4","7","5","4","5","2","5","5","no",4,1,2023-01-31,"women",40
"6","3","3","6","7","5","7","6","7","5","5","6","4","5","7","5","4","6","6","5","7","yes",13,3,2022-12-02,"women",42
"4","6","6","7","6","6","6","7","7","4","4","5","4","6","5","2","4","6","4","7","6","yes",12,3,2023-05-26,"man",48
"7","7","6","4","3","6","4","5","7","7","6","7","5","4","4","3","7","7","7","6","7","no",16,3,2022-03-23,"women",45
"6","7","7","6","7","7","4","6","6","6","7","6","6","7","7","7","7","7","4","6","6","yes",11,1,2022-03-27,"women",43
"4","6","5","5","5","6","5","5","5","5","6","6","5","6","6","5","7","6","4","4","5","no",14,3,2023-08-23,"women",43
"7","7","6","7","7","7","7","7","7","7","5","4","7","7","4","4","4","5","7","7","5","yes",27,6,2022-08-03,"man",25
"7","5","6","6","7","7","6","7","5","7","4","4","6","5","6","5","7","7","7","6","7","yes",20,5,2023-06-14,"women",23
"5","4","3","4","5","4","6","7","6","5","3","6","4","5","4","6","6","4","4","4","5","yes",3,1,2023-07-05,"man",42
"6","5","6","3","5","4","3","5","5","3","7","5","6","7","6","6","5","4","5","6","6","yes",22,6,2023-02-05,"man",38
"7","4","4","5","5","6","4","3","5","5","6","3","4","4","7","6","6","4","5","5","6","yes",19,4,2023-11-11,"man",34
"7","7","7","7","7","7","7","6","7","7","7","7","6","7","7","7","7","7","7","6","6","no",31,8,2023-08-07,"women",48
"7","5","4","4","6","6","4","7","5","7","5","5","3","3","3","3","4","2","4","6","4","yes",17,4,2022-02-24,"women",37
"7","6","6","5","6","6","5","6","7","5","6","4","5","7","3","4","6","5","7","7","5","yes",14,4,2023-11-24,"women",34
"2","4","3","7","7","5","5","3","4","5","4","4","4","2","4","5","5","5","5","5","5","yes",17,4,2022-05-31,"man",41
"7","4","4","3","5","2","4","4","4","4","7","3","5","2","4","6","4","5","4","2","3","no",12,2,2022-09-07,"women",50
"6","6","5","2","4","6","6","7","6","5","5","6","5","4","5","5","4","5","6","3","3","yes",22,5,2022-02-28,"man",23
"5","6","5","3","3","3","4","5","5","7","7","6","6","6","6","6","5","6","6","7","6","yes",13,4,2023-01-10,"women",40
"5","6","5","7","7","7","5","7","6","5","5","3","3","3","5","6","4","6","5","1","4","yes",20,4,2023-11-02,"women",53
"6","4","4","6","4","6","5","3","5","4","7","7","6","7","7","7","6","6","6","1","5","yes",13,4,2023-10-01,"man",49
"7","6","6","4","7","7","7","7","7","7","7","6","7","6","7","6","6","5","7","7","6","yes",17,5,2022-03-09,"women",45
"6","5","5","3","5","2","4","1","1","3","7","7","7","6","4","3","5","2","4","6","5","yes",16,5,2022-04-27,"man",33
"6","6","5","6","6","6","6","6","5","5","3","2","2","3","2","5","5","2","6","5","5","yes",17,4,2023-04-28,"man",40
"5","7","6","6","6","7","6","4","6","7","7","7","7","7","6","7","7","7","7","7","6","yes",22,5,2023-03-10,"women",38
"4","5","5","6","5","6","5","4","7","5","5","5","5","5","6","3","6","6","6","5","6","yes",11,1,2022-05-30,"man",38
"4","3","5","6","7","6","5","5","6","5","4","6","6","6","6","5","6","5","5","7","6","yes",13,1,2022-04-20,"man",43
